tempo	theta	ref	usig
5.883	49.356	50.000	41.655
5.884	49.320	50.000	41.655
5.885	49.692	50.000	41.655
5.886	49.957	50.000	41.655
5.887	50.043	50.000	41.655
5.888	49.528	50.000	41.655
5.889	49.775	50.000	41.655
5.890	49.610	50.000	41.655
5.891	49.732	50.000	41.655
5.892	49.961	50.000	41.655
5.893	50.115	50.000	41.655
5.894	50.204	50.000	41.655
5.895	50.312	50.000	41.655
5.896	50.229	50.000	41.655
5.897	50.294	50.000	41.655
5.898	49.997	50.000	41.655
5.899	49.682	50.000	41.655
5.900	49.875	50.000	41.655
5.901	50.025	50.000	41.655
5.902	50.065	50.000	41.655
5.903	50.136	50.000	41.655
5.904	50.272	50.000	41.655
5.905	50.229	50.000	41.655
5.906	50.240	50.000	41.655
5.907	50.279	50.000	41.655
5.908	50.251	50.000	41.655
5.909	50.226	50.000	41.655
5.910	50.211	50.000	41.655
5.911	50.272	50.000	41.655
5.912	50.226	50.000	41.655
5.913	50.258	50.000	41.655
5.914	50.262	50.000	41.655
5.915	50.297	50.000	41.655
5.916	50.279	50.000	41.655
5.917	50.251	50.000	41.655
5.918	50.294	50.000	41.655
5.919	50.319	50.000	41.655
5.920	50.394	50.000	41.655
5.921	50.362	50.000	41.655
5.922	50.355	50.000	41.655
5.923	50.305	50.000	41.655
5.924	50.301	50.000	41.655
5.925	50.226	50.000	41.655
5.926	50.190	50.000	41.655
5.927	50.176	50.000	41.655
5.928	49.839	50.000	41.655
5.929	49.610	50.000	41.655
5.930	49.392	50.000	41.655
5.931	49.610	50.000	41.655
5.932	49.950	50.000	41.655
5.933	50.007	50.000	41.655
5.934	50.133	50.000	41.655
5.935	50.240	50.000	41.655
5.936	50.194	50.000	41.655
5.937	50.237	50.000	41.655
5.938	50.215	50.000	41.655
5.939	50.272	50.000	41.655
5.940	50.222	50.000	41.655
5.941	50.254	50.000	41.655
5.942	49.843	50.000	41.655
5.943	49.399	50.000	41.655
5.944	49.513	50.000	41.655
5.945	49.574	50.000	41.655
5.946	49.868	50.000	41.655
5.947	50.036	50.000	41.655
5.948	49.989	50.000	41.655
5.949	49.603	50.000	41.655
5.950	49.871	50.000	41.655
5.951	50.022	50.000	41.655
5.952	49.574	50.000	41.655
5.953	49.896	50.000	41.655
5.954	49.556	50.000	41.655
5.955	49.886	50.000	41.655
5.956	50.022	50.000	41.655
5.957	50.100	50.000	41.655
5.958	50.190	50.000	41.655
5.959	50.165	50.000	41.655
5.960	50.222	50.000	41.655
5.961	49.828	50.000	41.655
5.962	49.989	50.000	41.655
5.963	50.172	50.000	41.655
5.964	49.782	50.000	41.655
5.965	49.506	50.000	41.655
5.966	49.682	50.000	41.655
5.967	49.800	50.000	41.655
5.968	49.574	50.000	41.655
5.969	49.775	50.000	41.655
5.970	50.276	50.000	41.655
5.971	50.287	50.000	41.655
5.972	49.649	50.000	41.655
5.973	49.875	50.000	41.655
5.974	50.004	50.000	41.655
5.975	50.186	50.000	41.655
5.976	50.229	50.000	41.655
5.977	50.326	50.000	41.655
5.978	50.287	50.000	41.655
5.979	50.201	50.000	41.655
5.980	50.276	50.000	41.655
5.981	50.287	50.000	41.655
5.982	50.229	50.000	41.655
5.983	50.373	50.000	41.655
5.984	50.340	50.000	41.655
5.985	50.330	50.000	41.655
5.986	50.251	50.000	41.655
5.987	50.176	50.000	41.655
5.988	50.194	50.000	41.655
5.989	50.133	50.000	41.655
5.990	49.800	50.000	41.655
5.991	50.036	50.000	41.655
5.992	50.043	50.000	41.655
5.993	50.100	50.000	41.655
5.994	50.176	50.000	41.655
5.995	50.333	50.000	41.655
5.996	50.312	50.000	41.655
5.997	50.204	50.000	41.655
5.998	50.358	50.000	41.655
5.999	50.330	50.000	41.655
6.000	50.222	50.000	41.655
6.001	50.211	50.000	41.655
6.002	49.592	50.000	41.655
6.003	49.621	50.000	41.655
6.004	49.227	50.000	41.655
6.005	49.431	50.000	41.655
6.006	49.388	50.000	41.655
6.007	49.513	50.000	41.655
6.008	49.828	50.000	41.655
6.009	49.893	50.000	41.655
6.010	49.545	50.000	41.655
6.011	49.800	50.000	41.655
6.012	49.252	50.000	41.655
6.013	49.452	50.000	41.655
6.014	49.839	50.000	41.655
6.015	50.151	50.000	41.655
6.016	50.251	50.000	41.655
6.017	50.143	50.000	41.655
6.018	49.628	50.000	41.655
6.019	49.871	50.000	41.655
6.020	50.072	50.000	41.655
6.021	50.115	50.000	41.655
6.022	50.240	50.000	41.655
6.023	50.272	50.000	41.655
6.024	50.211	50.000	41.655
6.025	50.301	50.000	41.655
6.026	50.340	50.000	41.655
6.027	50.319	50.000	41.655
6.028	50.240	50.000	41.655
6.029	50.222	50.000	41.655
6.030	50.208	50.000	41.655
6.031	50.305	50.000	41.655
6.032	50.265	50.000	41.655
6.033	49.997	50.000	41.655
6.034	49.395	50.000	41.655
6.035	49.635	50.000	41.655
6.036	49.878	50.000	41.655
