tempo	theta	ref	usig
11.526	50.231	30.000	11.545
11.527	50.317	30.000	11.545
11.528	50.335	30.000	11.545
11.529	50.278	30.000	11.545
11.530	50.296	30.000	11.545
11.531	50.303	30.000	11.545
11.532	50.335	30.000	11.545
11.533	50.292	30.000	11.545
11.534	50.281	30.000	11.545
11.535	50.267	30.000	11.545
11.536	50.203	30.000	11.545
11.537	50.167	30.000	11.545
11.538	50.135	30.000	11.545
11.539	50.121	30.000	11.545
11.540	50.099	30.000	11.545
11.541	50.156	30.000	41.545
11.542	50.271	30.000	41.545
11.543	50.214	30.000	41.545
11.544	50.057	30.000	41.545
11.545	50.164	30.000	41.545
11.546	50.181	30.000	41.545
11.547	50.132	30.000	41.545
11.548	50.128	30.000	41.545
11.549	49.707	30.000	41.545
11.550	49.957	30.000	41.545
11.551	50.139	30.000	41.545
11.552	50.231	30.000	41.545
11.553	50.288	30.000	41.545
11.554	50.285	30.000	41.545
11.555	50.285	30.000	41.545
11.556	50.281	30.000	41.545
11.557	50.228	30.000	41.545
11.558	50.085	30.000	41.545
11.559	49.407	30.000	41.545
11.560	49.486	30.000	41.545
11.561	49.882	30.000	41.545
11.562	50.035	30.000	41.545
11.563	50.146	30.000	41.545
11.564	50.174	30.000	41.545
11.565	50.256	30.000	41.545
11.566	50.196	30.000	41.545
11.567	50.192	30.000	41.545
11.568	50.181	30.000	41.545
11.569	50.167	30.000	41.545
11.570	50.146	30.000	41.545
11.571	50.214	30.000	41.545
11.572	50.181	30.000	41.545
11.573	50.217	30.000	41.545
11.574	50.049	30.000	41.545
11.575	49.714	30.000	41.545
11.576	49.518	30.000	11.545
11.577	49.611	30.000	11.545
11.578	49.461	30.000	11.545
11.579	49.407	30.000	11.545
11.580	49.750	30.000	11.545
11.581	49.689	30.000	11.545
11.582	49.243	30.000	11.545
11.583	49.586	30.000	11.545
11.584	49.539	30.000	11.545
11.585	49.654	30.000	11.545
11.586	49.325	30.000	11.545
11.587	49.675	30.000	11.545
11.588	49.807	30.000	11.545
11.589	49.457	30.000	11.545
11.590	50.256	30.000	41.545
11.591	50.306	30.000	41.545
11.592	50.253	30.000	41.545
11.593	50.196	30.000	11.545
11.594	50.249	30.000	11.545
11.595	50.264	30.000	11.545
11.596	50.181	30.000	11.545
11.597	50.249	30.000	11.545
11.598	50.249	30.000	11.545
11.599	50.149	30.000	11.545
11.600	50.267	30.000	41.545
11.601	50.242	30.000	41.545
11.602	50.210	30.000	41.545
11.603	50.224	30.000	41.545
11.604	50.185	30.000	41.545
11.605	50.203	30.000	41.545
11.606	50.189	30.000	41.545
11.607	50.249	30.000	41.545
11.608	50.132	30.000	41.545
11.609	50.178	30.000	41.545
11.610	50.174	30.000	41.545
11.611	50.306	30.000	41.545
11.612	50.274	30.000	41.545
11.613	50.167	30.000	41.545
11.614	50.210	30.000	41.545
11.615	50.228	30.000	41.545
11.616	50.028	30.000	41.545
11.617	50.049	30.000	41.545
11.618	49.975	30.000	41.545
11.619	50.085	30.000	41.545
11.620	50.110	30.000	41.545
11.621	50.196	30.000	41.545
11.622	50.156	30.000	41.545
11.623	50.160	30.000	41.545
11.624	50.178	30.000	41.545
11.625	50.324	30.000	41.545
11.626	50.156	30.000	41.545
11.627	50.107	30.000	41.545
11.628	50.121	30.000	41.545
11.629	50.007	30.000	41.545
11.630	50.128	30.000	41.545
11.631	50.164	30.000	41.545
11.632	50.064	30.000	41.545
11.633	50.128	30.000	41.545
11.634	49.814	30.000	41.545
11.635	49.186	30.000	41.545
11.636	49.054	30.000	41.545
11.637	49.439	30.000	41.545
11.638	49.507	30.000	41.545
11.639	49.454	30.000	41.545
11.640	49.757	30.000	41.545
11.641	49.893	30.000	41.545
11.642	50.017	30.000	41.545
11.643	50.074	30.000	41.545
11.644	50.099	30.000	41.545
11.645	50.025	30.000	41.545
11.646	50.053	30.000	41.545
11.647	50.046	30.000	41.545
11.648	49.546	30.000	41.545
11.649	49.693	30.000	41.545
11.650	49.917	30.000	41.545
11.651	49.828	30.000	41.545
11.652	49.950	30.000	71.545
11.653	50.053	30.000	71.545
11.654	49.664	30.000	71.545
11.655	49.643	30.000	71.545
11.656	49.828	30.000	71.545
11.657	49.404	30.000	71.545
11.658	49.354	30.000	71.545
11.659	49.407	30.000	71.545
11.660	49.750	30.000	71.545
11.661	49.835	30.000	71.545
11.662	49.946	30.000	71.545
11.663	50.053	30.000	71.545
11.664	49.810	30.000	71.545
11.665	49.807	30.000	71.545
